,genres,plot_keywords,movie_title,actor_1_name,actor_2_name,actor_3_name,director_name,imdb_score,people,cat
2715,Documentary|Music,boyhood friend|manager|plasma tv|prodigy|star,Justin Bieber: Never Say Never ,Usher Raymond,Sean Kingston,Boys II Men,Jon M. Chu,1.6,Usher_Raymond|Sean_Kingston|Boys_II_Men|Jon_M._Chu,22
2716,Drama|Thriller,ballerina|ballet|fear|female protagonist|madness,Black Swan ,Natalie Portman,Mila Kunis,Mark Margolis,Darren Aronofsky,8.0,Natalie_Portman|Mila_Kunis|Mark_Margolis|Darren_Aronofsky,3
2717,Crime|Drama,1950s|corrupt politician|lake tahoe nevada|melancholy|revenge,The Godfather: Part II ,Robert De Niro,Al Pacino,Robert Duvall,Francis Ford Coppola,9.0,Robert_De_Niro|Al_Pacino|Robert_Duvall|Francis_Ford_Coppola,33
2718,Drama|Music|Romance,dance|dancing|ghetto|hip hop|imperative in title,Save the Last Dance ,Sean Patrick Thomas,Terry Kinney,Fredro Starr,Thomas Carter,6.1,Sean_Patrick_Thomas|Terry_Kinney|Fredro_Starr|Thomas_Carter,19
2719,Fantasy|Horror|Thriller,demon|dream|elm street|freddy krueger|nightmare,A Nightmare on Elm Street 4: The Dream Master ,Tuesday Knight,Rodney Eastman,Brooke Bundy,Renny Harlin,5.7,Tuesday_Knight|Rodney_Eastman|Brooke_Bundy|Renny_Harlin,11
2720,Drama,child cancer|christian film|christianity|falling into a hole|inspiring,Miracles from Heaven ,Jennifer Garner,Brighton Sharbino,Martin Henderson,Patricia Riggen,6.8,Jennifer_Garner|Brighton_Sharbino|Martin_Henderson|Patricia_Riggen,3
2721,Comedy|Mystery,bare chested male|gay kiss|homoeroticism|lesbian kiss|transsexual,"Dude, Where's My Car? ",Jennifer Garner,Mary Lynn Rajskub,Marla Sokoloff,Danny Leiner,5.5,Jennifer_Garner|Mary_Lynn_Rajskub|Marla_Sokoloff|Danny_Leiner,17
2722,Action|Crime|Drama|Thriller|Western,army|cattle|deputy|new mexico|rancher,Young Guns ,Jack Palance,Patrick Wayne,Brian Keith,Christopher Cain,6.8,Jack_Palance|Patrick_Wayne|Brian_Keith|Christopher_Cain,6
2723,Comedy|Drama,bullying|grumpy old man|school presentation|stroke|stroke recovery,St. Vincent ,Bill Murray,Naomi Watts,Reg E. Cathey,Theodore Melfi,7.3,Bill_Murray|Naomi_Watts|Reg_E._Cathey|Theodore_Melfi,10
2724,Comedy|Romance,bedroom|boyfriend girlfriend relationship|hug|interrupted sex|urban setting,About Last Night ,Joe Lo Truglio,Regina Hall,Bryan Callen,Steve Pink,6.1,Joe_Lo_Truglio|Regina_Hall|Bryan_Callen|Steve_Pink,2
2725,Comedy|Drama|Romance,dating|protective father|school|shrew|teen movie,10 Things I Hate About You ,Joseph Gordon-Levitt,Heath Ledger,Andrew Keegan,Gil Junger,7.2,Joseph_Gordon-Levitt|Heath_Ledger|Andrew_Keegan|Gil_Junger,40
2726,Comedy,cheerleader|geek|high school|prison|reference to janet jackson,The New Guy ,Zooey Deschanel,Eddie Griffin,Gene Simmons,Ed Decter,5.9,Zooey_Deschanel|Eddie_Griffin|Gene_Simmons|Ed_Decter,17
2727,Action|Comedy|Crime,cookie|detective|microfilm|parody|sergeant,Loaded Weapon 1 ,Jon Lovitz,Lin Shaye,Bill Nunn,Gene Quintano,6.1,Jon_Lovitz|Lin_Shaye|Bill_Nunn|Gene_Quintano,44
2728,Drama|Horror|Thriller,beach|island|mexico|prey|trapped,The Shallows ,??scar Jaenada,Brett Cullen,Sedona Legge,Jaume Collet-Serra,6.8,??scar_Jaenada|Brett_Cullen|Sedona_Legge|Jaume_Collet-Serra,11
2729,Sci-Fi|Thriller,blackout|child pornography|memory|surprise ending|time travel,The Butterfly Effect ,Logan Lerman,Eric Stoltz,Cameron Bright,Eric Bress,7.7,Logan_Lerman|Eric_Stoltz|Cameron_Bright|Eric_Bress,28
2730,Adventure|Comedy|Family,meteorologist|snow|snowed in|snowplow|weather,Snow Day ,Chris Elliott,Mark Webber,Jean Smart,Chris Koch,4.9,Chris_Elliott|Mark_Webber|Jean_Smart|Chris_Koch,20
2731,Comedy|Drama|Romance,christmas|family home|musician|piano|secret,This Christmas ,Mekhi Phifer,Chris Brown,Loretta Devine,Preston A. Whitmore II,6.1,Mekhi_Phifer|Chris_Brown|Loretta_Devine|Preston_A._Whitmore_II,2
2732,Comedy|Crime|Family|Sci-Fi,baby|boy|science|scientist|toddler,Baby Geniuses ,Kathleen Turner,Dom DeLuise,Ruby Dee,Bob Clark,2.5,Kathleen_Turner|Dom_DeLuise|Ruby_Dee|Bob_Clark,47
2733,Action|Comedy|Crime|Thriller,hitman|kidnapping|kosher|vhs|video store,The Big Hit ,Bokeem Woodbine,Elliott Gould,Antonio Sabato Jr.,Kirk Wong,6.1,Bokeem_Woodbine|Elliott_Gould|Antonio_Sabato_Jr.|Kirk_Wong,44
2734,Comedy|Drama|Family,binoculars|child spy|notebook|secret|spy,Harriet the Spy ,Gregory Smith,Eartha Kitt,Charlotte Sullivan,Bronwen Hughes,5.9,Gregory_Smith|Eartha_Kitt|Charlotte_Sullivan|Bronwen_Hughes,2
2735,Fantasy|Horror,boy|doll|foster home|killer doll|serial killer,Child's Play 2 ,Jenny Agutter,Beth Grant,Greg Germann,John Lafia,5.7,Jenny_Agutter|Beth_Grant|Greg_Germann|John_Lafia,1
2736,Crime|Thriller,home invasion|police officer shot|police officer shot in the chest|psychopath|three word title,No Good Deed ,Leslie Bibb,Kate del Castillo,Henry Simmons,Sam Miller,5.6,Leslie_Bibb|Kate_del_Castillo|Henry_Simmons|Sam_Miller,18
2737,Horror,desperation|fog|giant insect|survival|survival horror,The Mist ,Toby Jones,Alexa Davalos,Jeffrey DeMunn,Frank Darabont,7.2,Toby_Jones|Alexa_Davalos|Jeffrey_DeMunn|Frank_Darabont,1
2738,Drama|Mystery|Sci-Fi|Thriller,artificial intelligence|robot|robot human relationship|turing test|video surveillance,Ex Machina ,Elina Alminas,Sonoya Mizuno,Corey Johnson,Alex Garland,7.7,Elina_Alminas|Sonoya_Mizuno|Corey_Johnson|Alex_Garland,31
2739,Comedy|Drama|Fantasy,body swap|magical realism|portal|puppeteer|surrealism,Being John Malkovich ,Willie Garson,Orson Bean,Mary Kay Place,Spike Jonze,7.8,Willie_Garson|Orson_Bean|Mary_Kay_Place|Spike_Jonze,2
2740,Comedy|Romance,advice|battle of the sexes|lingerie|romantic rivalry|rule,Two Can Play That Game ,Mo'Nique,Vivica A. Fox,Tamala Jones,Mark Brown,6.1,Mo'Nique|Vivica_A._Fox|Tamala_Jones|Mark_Brown,2
2741,Adventure|Family|Sci-Fi,alien|bar|construction worker|no opening credits|no title at beginning,Earth to Echo ,Teo Halm,Ella Wahlestedt,Jason Gray-Stanford,Dave Green,5.8,Teo_Halm|Ella_Wahlestedt|Jason_Gray-Stanford|Dave_Green,4
2742,Drama|Romance,congressman|high school|latino|pacific palisades|school,Crazy/Beautiful ,Kirsten Dunst,Jay Hernandez,Rolando Molina,John Stockwell,6.5,Kirsten_Dunst|Jay_Hernandez|Rolando_Molina|John_Stockwell,19
2743,Drama|History|War,blood splatter|general|island|japan|world war two,Letters from Iwo Jima ,Yuki Matsuzaki,Kazunari Ninomiya,Shid?? Nakamura,Clint Eastwood,7.9,Yuki_Matsuzaki|Kazunari_Ninomiya|Shid??_Nakamura|Clint_Eastwood,15
2744,Adventure|Drama|Sci-Fi,bank|fbi|fuel|rocket|space travel,The Astronaut Farmer ,J.K. Simmons,Virginia Madsen,Bruce Dern,Michael Polish,6.3,J.K._Simmons|Virginia_Madsen|Bruce_Dern|Michael_Polish,13
2745,Comedy|Romance,blind date|law clerk|love|manhattan new york city|world trade center manhattan new york city,Woo ,LL Cool J,Jada Pinkett Smith,Dave Chappelle,Daisy von Scherler Mayer,3.8,LL_Cool_J|Jada_Pinkett_Smith|Dave_Chappelle|Daisy_von_Scherler_Mayer,0
2746,Drama,based on novel|escape|imprisonment|kidnapping|mother son relationship,Room ,Joan Allen,Jacob Tremblay,Cas Anvar,Lenny Abrahamson,8.3,Joan_Allen|Jacob_Tremblay|Cas_Anvar|Lenny_Abrahamson,3
2747,Comedy,cult film|gambling debt|job|off screen murder|revenge,Dirty Work ,Don Rickles,Jack Warden,Traylor Howard,Bob Saget,6.4,Don_Rickles|Jack_Warden|Traylor_Howard|Bob_Saget,17
2748,Comedy|Crime|Thriller,dentist|housewife|howie scream|murder|perfection,Serial Mom ,Kathleen Turner,Sam Waterston,Traci Lords,John Waters,6.7,Kathleen_Turner|Sam_Waterston|Traci_Lords|John_Waters,18
2749,Comedy,political cover up|political satire|teenage girl|white house|witness,Dick ,Ryan Reynolds,Will Ferrell,Kirsten Dunst,Andrew Fleming,6.1,Ryan_Reynolds|Will_Ferrell|Kirsten_Dunst|Andrew_Fleming,25
2750,Drama|Thriller,black cop|die hard scenario|hostage negotiator|police|police brutality,Light It Up ,Rosario Dawson,Vanessa Williams,Robert Ri'chard,Craig Bolotin,6.0,Rosario_Dawson|Vanessa_Williams|Robert_Ri'chard|Craig_Bolotin,3
2751,Drama|Music,angel dust the drug|disco|new york city|quaalude|reference to princess grace of monaco,54 ,Salma Hayek,Ellen Albertini Dow,Sela Ward,Mark Christopher,5.8,Salma_Hayek|Ellen_Albertini_Dow|Sela_Ward|Mark_Christopher,3
2752,Adventure|Comedy|Romance|Sci-Fi,cigarette smoking|hand on butt|niagara falls|plastic bubble|wedding,Bubble Boy ,Jake Gyllenhaal,Geoffrey Arend,Marley Shelton,Blair Hayes,5.6,Jake_Gyllenhaal|Geoffrey_Arend|Marley_Shelton|Blair_Hayes,4
2753,Comedy|Crime|Thriller,bank|bank clerk|birthday|mail order bride|russian,Birthday Girl ,Mark Gatiss,Mathieu Kassovitz,Ben Chaplin,Jez Butterworth,6.1,Mark_Gatiss|Mathieu_Kassovitz|Ben_Chaplin|Jez_Butterworth,18
2754,Comedy,21st birthday|college student|drunken man|pubic hair|standing up to father,21 & Over ,Justin Chon,Josie Loren,Sarah Wright,Jon Lucas,5.9,Justin_Chon|Josie_Loren|Sarah_Wright|Jon_Lucas,17
2755,Comedy|Drama|Romance,baby|divorce|oscar wilde|pigalle|tourist,"Paris, je t'aime ",Steve Buscemi,Miranda Richardson,Catalina Sandino Moreno,Olivier Assayas,7.3,Steve_Buscemi|Miranda_Richardson|Catalina_Sandino_Moreno|Olivier_Assayas,2
2756,Drama|Sport,boxing|colosseum|homeless man|reporter|writer,Resurrecting the Champ ,Harry Lennix,Kathryn Morris,Peter Coyote,Rod Lurie,6.8,Harry_Lennix|Kathryn_Morris|Peter_Coyote|Rod_Lurie,3
2757,Comedy|Drama|Romance,adoption|female protagonist|princeton university|wedding|working women,Admission ,Tina Fey,Sarita Choudhury,Christopher Evan Welch,Paul Weitz,5.7,Tina_Fey|Sarita_Choudhury|Christopher_Evan_Welch|Paul_Weitz,2
2758,Drama|Romance,archipelago|guillotine|island|prison|redemption,The Widow of Saint-Pierre ,Emir Kusturica,Daniel Auteuil,Yves Jacques,Patrice Leconte,7.3,Emir_Kusturica|Daniel_Auteuil|Yves_Jacques|Patrice_Leconte,19
2759,Drama|Mystery|Romance|Thriller,bare chested boy|doctor|escort|infidelity|prostitute,Chloe ,Liam Neeson,Meghan Heffern,Natalie Lisinska,Atom Egoyan,6.3,Liam_Neeson|Meghan_Heffern|Natalie_Lisinska|Atom_Egoyan,31
2760,Comedy|Crime|Drama,bathroom|bathtub|female protagonist|flashback|kitchen,Faithful ,Chazz Palminteri,Ryan O'Neal,Paul Mazursky,Paul Mazursky,5.9,Chazz_Palminteri|Ryan_O'Neal|Paul_Mazursky|Paul_Mazursky,47
2761,Biography|Comedy|Crime|Drama,court|drugs|judge|mafia|mobster,Find Me Guilty ,Peter Dinklage,Vin Diesel,Alex Rocco,Sidney Lumet,7.1,Peter_Dinklage|Vin_Diesel|Alex_Rocco|Sidney_Lumet,47
2762,Drama|Romance,coming of age|depression|gay|high school|mental illness,The Perks of Being a Wallflower ,Logan Lerman,Ezra Miller,Kate Walsh,Stephen Chbosky,8.0,Logan_Lerman|Ezra_Miller|Kate_Walsh|Stephen_Chbosky,19
2763,Action,exercise bicycle|face in food|police|police brutality|policeman,Excessive Force ,Burt Young,Ian Gomez,Thomas Ian Griffith,Jon Hess,5.1,Burt_Young|Ian_Gomez|Thomas_Ian_Griffith|Jon_Hess,23
2764,Biography|Crime|Drama,blood|book|cold calculation|murder|writer,Infamous ,Toby Jones,Isabella Rossellini,Hope Davis,Douglas McGrath,7.1,Toby_Jones|Isabella_Rossellini|Hope_Davis|Douglas_McGrath,3
2765,Drama|Romance|Western,gold|gold mine|miner|railroad|surveyor,The Claim ,Milla Jovovich,Sarah Polley,Shirley Henderson,Michael Winterbottom,6.5,Milla_Jovovich|Sarah_Polley|Shirley_Henderson|Michael_Winterbottom,19
2766,Horror|Thriller,evil|injury|possession|priest|vatican,The Vatican Tapes ,Djimon Hounsou,Alison Lohman,Dougray Scott,Mark Neveldine,4.5,Djimon_Hounsou|Alison_Lohman|Dougray_Scott|Mark_Neveldine,11
2767,Action|Comedy|Sci-Fi|Thriller,alien|alien invasion|apartment|creature|gang,Attack the Block ,John Boyega,Luke Treadaway,Jodie Whittaker,Joe Cornish,6.6,John_Boyega|Luke_Treadaway|Jodie_Whittaker|Joe_Cornish,28
2768,Drama|Romance|War,bosnian war|church|emaciation|soldier|violence,In the Land of Blood and Honey ,Jelena Jovanova,Nikola Djuricko,Branko Djuric,Angelina Jolie Pitt,4.3,Jelena_Jovanova|Nikola_Djuricko|Branko_Djuric|Angelina_Jolie_Pitt,19
2769,Crime|Thriller,911 operator|calling 911|die hard scenario|head held underwater|white villain,The Call ,Michael Imperioli,Tara Platt,Roma Maffia,Brad Anderson,6.7,Michael_Imperioli|Tara_Platt|Roma_Maffia|Brad_Anderson,18
2770,Action|Adventure|Comedy|Family,cia|crocodile|satellite|snake|spider,The Crocodile Hunter: Collision Course ,Steve Irwin,Aden Young,Steve Bastoni,John Stainton,5.4,Steve_Irwin|Aden_Young|Steve_Bastoni|John_Stainton,20
2771,Biography|Comedy|Crime|Drama|Romance,character name in title|con artist|fraud|gay|prison break,I Love You Phillip Morris ,Dameon Clarke,Louis Herthum,Annie Golden,Glenn Ficarra,6.6,Dameon_Clarke|Louis_Herthum|Annie_Golden|Glenn_Ficarra,2
2772,Adventure|Drama|History,fire|prehistoric times|primitive|tribe|trio,Quest for Fire ,Rae Dawn Chong,Everett McGill,Gary Schwartz,Jean-Jacques Annaud,7.4,Rae_Dawn_Chong|Everett_McGill|Gary_Schwartz|Jean-Jacques_Annaud,13
2773,Biography|Drama,black american|extortion|navy|psychiatrist|sailor,Antwone Fisher ,Denzel Washington,Kevin Connolly,Derek Luke,Denzel Washington,7.3,Denzel_Washington|Kevin_Connolly|Derek_Luke|Denzel_Washington,3
2774,Drama,classroom|fund raising|headmaster|reunion|roman,The Emperor's Club ,Gabriel Millman,Embeth Davidtz,Rob Morrow,Michael Hoffman,6.9,Gabriel_Millman|Embeth_Davidtz|Rob_Morrow|Michael_Hoffman,3
2775,Action|Crime|Drama|Romance|Thriller,aspiring actor|cocaine|drugs|pimp|suitcase full of money,True Romance ,Brad Pitt,Gary Oldman,Michael Rapaport,Tony Scott,8.0,Brad_Pitt|Gary_Oldman|Michael_Rapaport|Tony_Scott,6
2776,Drama|Romance|Sci-Fi,clone|love|male nudity|medical ethics|virginity,Womb ,Eva Green,Matt Smith,Hannah Murray,Benedek Fliegauf,6.4,Eva_Green|Matt_Smith|Hannah_Murray|Benedek_Fliegauf,19
2777,Crime|Drama|Mystery,office|pressure|real estate|robbery|sales,Glengarry Glen Ross ,Kevin Spacey,Al Pacino,Jude Ciccolella,James Foley,7.8,Kevin_Spacey|Al_Pacino|Jude_Ciccolella|James_Foley,30
2778,Crime|Drama|Thriller,deputy|murder|revenge|sheriff|texas,The Killer Inside Me ,Liam Aiken,Ned Beatty,Jay R. Ferguson,Michael Winterbottom,6.1,Liam_Aiken|Ned_Beatty|Jay_R._Ferguson|Michael_Winterbottom,29
2779,Fantasy|Horror|Thriller,cat|cat people|leopard|love|slip the undergarment,Cat People ,Ed Begley Jr.,Ruby Dee,John Heard,Paul Schrader,6.1,Ed_Begley_Jr.|Ruby_Dee|John_Heard|Paul_Schrader,11
2780,Horror|Mystery,prank gone wrong|scantily clad female|shotgun|sorority house|stabbed in the neck,Sorority Row ,Julian Morris,Margo Harshman,Rumer Willis,Stewart Hendler,5.1,Julian_Morris|Margo_Harshman|Rumer_Willis|Stewart_Hendler,1
2781,Adventure|Drama|Romance,coronation|fictitious country|king|princess|swashbuckler,The Prisoner of Zenda ,David Niven,Mary Astor,Ronald Colman,John Cromwell,7.8,David_Niven|Mary_Astor|Ronald_Colman|John_Cromwell,13
2782,Comedy|Drama|Romance,in love with an inanimate object|internet|introvert|psychologist|sex doll,Lars and the Real Girl ,Ryan Gosling,Kelli Garner,Paul Schneider,Craig Gillespie,7.4,Ryan_Gosling|Kelli_Garner|Paul_Schneider|Craig_Gillespie,2
2783,Drama|War,boy|fence|jew|nazis|poison gas,The Boy in the Striped Pajamas ,Richard Johnson,Sheila Hancock,Cara Horgan,Mark Herman,7.8,Richard_Johnson|Sheila_Hancock|Cara_Horgan|Mark_Herman,35
2784,Crime|Drama|Musical,ends with quotation|execution|factory|women's prison|year 1964,Dancer in the Dark ,Catherine Deneuve,Udo Kier,Bj??rk,Lars von Trier,8.0,Catherine_Deneuve|Udo_Kier|Bj??rk|Lars_von_Trier,3
2785,Drama|Romance,australia|church|glass|inheritance|wager,Oscar and Lucinda ,Tom Wilkinson,Richard Roxburgh,Clive Russell,Gillian Armstrong,6.7,Tom_Wilkinson|Richard_Roxburgh|Clive_Russell|Gillian_Armstrong,19
2786,Crime|Drama,1930s|madness|murder|new york city|violence,The Funeral ,Isabella Rossellini,Vincent Gallo,Gretchen Mol,Abel Ferrara,6.6,Isabella_Rossellini|Vincent_Gallo|Gretchen_Mol|Abel_Ferrara,29
2787,Comedy|Drama|Romance,aging|hdtv|high definition television|love|marriage,Solitary Man ,Jenna Fischer,David Costabile,Richard Schiff,Brian Koppelman,6.4,Jenna_Fischer|David_Costabile|Richard_Schiff|Brian_Koppelman,0
2788,Action|Crime|Thriller,machete|mexican|mexico|priest|texas,Machete ,Robert De Niro,Don Johnson,Cheech Marin,Ethan Maniquis,6.7,Robert_De_Niro|Don_Johnson|Cheech_Marin|Ethan_Maniquis,34
2789,Biography|Comedy|Crime|Drama,corruption|lobbyist|murder|washington d.c.|washington d.c. lobbyist,Casino Jack ,Kevin Spacey,Eric Schweig,Christian Campbell,George Hickenlooper,6.2,Kevin_Spacey|Eric_Schweig|Christian_Campbell|George_Hickenlooper,30
2790,Adventure|Animation|Family,brontosaurus|classical music|dinosaur|dinosaur feature|earthquake,The Land Before Time ,Judith Barsi,Gabriel Damon,Bill Erwin,Don Bluth,7.3,Judith_Barsi|Gabriel_Damon|Bill_Erwin|Don_Bluth,20
2791,Action|Drama|War,1950s|archeologist|korea|korean war|soldier,Tae Guk Gi: The Brotherhood of War ,Min-sik Choi,Bin Won,Dong-gun Jang,Je-kyu Kang,8.1,Min-sik_Choi|Bin_Won|Dong-gun_Jang|Je-kyu_Kang,35
2792,Comedy|Drama|Family|Sport,baseball movie|little league|little league baseball|mexico|three word title,The Perfect Game ,Clifton Collins Jr.,Cheech Marin,Bruce McGill,William Dear,7.0,Clifton_Collins_Jr.|Cheech_Marin|Bruce_McGill|William_Dear,2
2793,Horror,demonic possession|exorcism|exorcist|loss of innocence|priest,The Exorcist ,Ellen Burstyn,Linda Blair,Lee J. Cobb,William Friedkin,8.0,Ellen_Burstyn|Linda_Blair|Lee_J._Cobb|William_Friedkin,1
2794,Adventure|Drama|Thriller,beach|blockbuster|fishing|great white shark|shark,Jaws ,Roy Scheider,Robert Shaw,Murray Hamilton,Steven Spielberg,8.0,Roy_Scheider|Robert_Shaw|Murray_Hamilton|Steven_Spielberg,13
2795,Comedy,1990s|first love|milf|prom|virginity,American Pie ,Alyson Hannigan,Shannon Elizabeth,Natasha Lyonne,Paul Weitz,7.0,Alyson_Hannigan|Shannon_Elizabeth|Natasha_Lyonne|Paul_Weitz,17
2796,Animation|Comedy|Crime|Drama|Family,bear|dentist|friendship|mouse|prejudice,Ernest & Celestine ,Mackenzie Foy,Megan Mullally,Lambert Wilson,St??phane Aubier,7.9,Mackenzie_Foy|Megan_Mullally|Lambert_Wilson|St??phane_Aubier,47
2797,Action|Adventure|Comedy|Fantasy|Mystery,boy|child|chosen one|demon|detective,The Golden Child ,Victor Wong,Randall 'Tex' Cobb,Charlotte Lewis,Michael Ritchie,5.9,Victor_Wong|Randall_'Tex'_Cobb|Charlotte_Lewis|Michael_Ritchie,23
2798,Comedy|Romance,advice|black romance|hip hop|reading a book|sex scene,Think Like a Man ,Chris Brown,Romany Malco,Regina Hall,Tim Story,6.6,Chris_Brown|Romany_Malco|Regina_Hall|Tim_Story,2
2799,Comedy|Drama,barber|barbershop|blaxploitation|loan shark|theft,Barbershop ,Sean Patrick Thomas,Jason George,Cedric the Entertainer,Tim Story,6.3,Sean_Patrick_Thomas|Jason_George|Cedric_the_Entertainer|Tim_Story,2
2800,Action|Adventure|Sci-Fi,jamming communications|planet|space station|taunt|trap,Star Trek II: The Wrath of Khan ,Leonard Nimoy,Kirstie Alley,Nichelle Nichols,Nicholas Meyer,7.7,Leonard_Nimoy|Kirstie_Alley|Nichelle_Nichols|Nicholas_Meyer,4
2801,Comedy,detective|dolphin|mascot|nudity|stupidity,Ace Ventura: Pet Detective ,Sean Young,Udo Kier,David Margulies,Tom Shadyac,6.9,Sean_Young|Udo_Kier|David_Margulies|Tom_Shadyac,17
2802,Sci-Fi|Thriller,computer|game|high school|norad|teenager,WarGames ,Matthew Broderick,Barry Corbin,Ally Sheedy,John Badham,7.1,Matthew_Broderick|Barry_Corbin|Ally_Sheedy|John_Badham,28
2803,Crime|Drama|Romance|Thriller,amish|love|murder|police|train,Witness ,Harrison Ford,Viggo Mortensen,Lukas Haas,Peter Weir,7.4,Harrison_Ford|Viggo_Mortensen|Lukas_Haas|Peter_Weir,29
2804,Action|Adventure|Drama|Thriller|War,mission|navy seal|terrorist|torture|valor,Act of Valor ,Alex Veadov,Jason Cottle,Rorke Denver,Mike McCoy,6.5,Alex_Veadov|Jason_Cottle|Rorke_Denver|Mike_McCoy,21
2805,Crime|Drama|Music|Romance,dance|dancer|school|showcase|student,Step Up ,Channing Tatum,Alyson Stoner,Josh Henderson,Anne Fletcher,6.5,Channing_Tatum|Alyson_Stoner|Josh_Henderson|Anne_Fletcher,19
2806,Adventure|Animation|Comedy|Crime,beavis and butt head|fbi|score|television|television set,Beavis and Butt-Head Do America ,Bruce Willis,Demi Moore,John Doman,Mike Judge,6.8,Bruce_Willis|Demi_Moore|John_Doman|Mike_Judge,47
2807,Crime|Thriller,arms dealer|atf|bail|money|multiple perspectives,Jackie Brown ,Robert De Niro,Sid Haig,Robert Forster,Quentin Tarantino,7.5,Robert_De_Niro|Sid_Haig|Robert_Forster|Quentin_Tarantino,34
2808,Adventure|Comedy,bong|escape|ex girlfriend|guantanamo bay|texas,Harold & Kumar Escape from Guantanamo Bay ,Danneel Ackles,Eric Winter,Beverly D'Angelo,Jon Hurwitz,6.6,Danneel_Ackles|Eric_Winter|Beverly_D'Angelo|Jon_Hurwitz,17
2809,Drama|Sci-Fi|Thriller,found footage|high school|subjective camera|teen angst|troubled teen,Chronicle ,Michael Kelly,Alex Russell,Ashley Hinshaw,Josh Trank,7.1,Michael_Kelly|Alex_Russell|Ashley_Hinshaw|Josh_Trank,31
2810,Drama|Musical|Romance,love|study|talmud|wedding|yeshiva,Yentl ,Miriam Margolyes,Amy Irving,Steven Hill,Barbra Streisand,6.6,Miriam_Margolyes|Amy_Irving|Steven_Hill|Barbra_Streisand,19
2811,Adventure|Comedy|Fantasy|Sci-Fi,cult director|dwarf|robin hood|satire|treasure,Time Bandits ,Shelley Duvall,Michael Palin,Kenny Baker,Terry Gilliam,7.0,Shelley_Duvall|Michael_Palin|Kenny_Baker|Terry_Gilliam,4
2812,Comedy|Drama,audition|friendship|graduation|high school graduation|love,Crossroads ,Britney Spears,Katherine Boecher,Dave Allen,Tamra Davis,3.3,Britney_Spears|Katherine_Boecher|Dave_Allen|Tamra_Davis,0
2813,Comedy|Crime,birthday party|high school|high school senior|millennial generation|party,Project X ,Dax Flame,Kirby Bliss Blanton,Oliver Cooper,Nima Nourizadeh,6.7,Dax_Flame|Kirby_Bliss_Blanton|Oliver_Cooper|Nima_Nourizadeh,47
2814,Biography|Drama|War,allies|dead soldier|destiny|general|tank,Patton ,George C. Scott,Karl Malden,Bill Hickman,Franklin J. Schaffner,8.0,George_C._Scott|Karl_Malden|Bill_Hickman|Franklin_J._Schaffner,35
